,contested,democrat_name,democrat_percent,democrat_votes,democrat_winner,district,other_candidates,republican_name,republican_percent,republican_votes,republican_winner,state_name
207,True,F. Accavitti,0.323,109875.0,False,10,"[{'name': 'L. Gioia', 'winner': False, 'votes': 10582, 'percent': 0.031}, {'name': 'B. Nofs', 'winner': False, 'votes': 5113, 'percent': 0.015}]",P. Mitchell,0.63,214164.0,True,Michigan
208,True,A. Kumar,0.402,152359.0,False,11,"[{'name': 'K. Bentivolio', 'winner': False, 'votes': 16597, 'percent': 0.044}, {'name': 'J. Osment', 'winner': False, 'votes': 9535, 'percent': 0.025}]",D. Trott (i),0.529,200787.0,True,Michigan
209,True,D. Dingell (i),0.644,210922.0,True,12,"[{'name': 'G. Walkowicz', 'winner': False, 'votes': 9177, 'percent': 0.028}, {'name': 'T. Bagwell', 'winner': False, 'votes': 7478, 'percent': 0.023}, {'name': 'D. Calewarts', 'winner': False, 'votes': 4370, 'percent': 0.013000000000000001}]",J. Jones,0.292,95823.0,False,Michigan
210,True,J. Conyers (i),0.77,197173.0,True,13,"[{'name': 'T. Hayden', 'winner': False, 'votes': 9600, 'percent': 0.037}, {'name': 'S. Johnson', 'winner': False, 'votes': 8778, 'percent': 0.034}]",J. Gorman,0.158,40483.0,False,Michigan
211,True,B. Lawrence (i),0.785,244220.0,True,14,"[{'name': 'G. Creswell', 'winner': False, 'votes': 4898, 'percent': 0.016}, {'name': 'M. Squier', 'winner': False, 'votes': 3851, 'percent': 0.012}]",H. Klausner,0.187,58111.0,False,Michigan
212,True,T. Walz (i),0.504,169076.0,True,1,[],J. Hagedorn,0.496,166527.0,False,Minnesota
213,True,A. Craig,0.452,167071.0,False,2,"[{'name': 'P. Overby', 'winner': False, 'votes': 28845, 'percent': 0.078}]",J. Lewis,0.47000000000000003,174030.0,True,Minnesota
214,True,T. Bonoff,0.431,169238.0,False,3,[],E. Paulsen (i),0.5690000000000001,223075.0,True,Minnesota
215,True,B. McCollum (i),0.578,202558.0,True,4,"[{'name': 'S. Pendergast Sindt', 'winner': False, 'votes': 27109, 'percent': 0.077}]",G. Ryan,0.34500000000000003,120871.0,False,Minnesota
216,True,K. Ellison (i),0.6920000000000001,249957.0,True,5,"[{'name': 'D. Schuller', 'winner': False, 'votes': 30759, 'percent': 0.085}]",F. Drake,0.223,80660.0,False,Minnesota
217,True,D. Snyder,0.343,123012.0,False,6,[],T. Emmer (i),0.657,235384.0,True,Minnesota
218,True,C. Peterson (i),0.525,173571.0,True,7,[],D. Hughes,0.47500000000000003,156950.0,False,Minnesota
219,True,R. Nolan (i),0.503,179106.0,True,8,[],S. Mills,0.497,177095.0,False,Minnesota
220,True,J. Owens,0.278,82133.0,False,1,"[{'name': 'C. Wilson', 'winner': False, 'votes': 6070, 'percent': 0.021}, {'name': 'C. Toole', 'winner': False, 'votes': 3742, 'percent': 0.013000000000000001}]",T. Kelly (i),0.6880000000000001,203142.0,True,Mississippi
221,True,B. Thompson (i),0.668,181108.0,True,2,"[{'name': 'T. Ray', 'winner': False, 'votes': 6622, 'percent': 0.024}, {'name': 'J. McLeod', 'winner': False, 'votes': 3623, 'percent': 0.013000000000000001}]",J. Bouie,0.294,79773.0,False,Mississippi
222,True,D. Quinn,0.303,91992.0,False,3,"[{'name': 'R. Gerrard', 'winner': False, 'votes': 8434, 'percent': 0.028}, {'name': 'L. Sheets', 'winner': False, 'votes': 2020, 'percent': 0.007}]",G. Harper (i),0.663,201280.0,True,Mississippi
223,True,M. Gladney,0.277,74176.0,False,4,"[{'name': 'R. McCluskey', 'winner': False, 'votes': 14212, 'percent': 0.053}, {'name': ""S. O'Hara"", 'winner': False, 'votes': 5063, 'percent': 0.019}]",S. Palazzo (i),0.652,174783.0,True,Mississippi
224,True,L. Clay (i),0.755,231604.0,True,1,"[{'name': 'R. Cunningham', 'winner': False, 'votes': 13954, 'percent': 0.045}]",S. Bailey,0.2,61252.0,False,Missouri
225,True,B. Otto,0.376,153331.0,False,2,"[{'name': 'J. Higgins', 'winner': False, 'votes': 11621, 'percent': 0.029}, {'name': 'D. Arnold', 'winner': False, 'votes': 3839, 'percent': 0.009000000000000001}]",A. Wagner (i),0.586,238826.0,True,Missouri
226,True,K. Miller,0.279,102484.0,False,3,"[{'name': 'D. Hogan', 'winner': False, 'votes': 11906, 'percent': 0.032}, {'name': 'D. Simmons', 'winner': False, 'votes': 3586, 'percent': 0.01}]",B. Luetkemeyer (i),0.678,248880.0,True,Missouri
227,True,G. Christensen,0.278,92385.0,False,4,"[{'name': 'M. Bliss', 'winner': False, 'votes': 14355, 'percent': 0.043000000000000003}]",V. Hartzler (i),0.678,225034.0,True,Missouri
228,True,E. Cleaver (i),0.584,185494.0,True,5,"[{'name': 'R. Welborn', 'winner': False, 'votes': 9594, 'percent': 0.03}]",J. Turk,0.385,122367.0,False,Missouri
229,True,D. Blackwell,0.28300000000000003,98588.0,False,6,"[{'name': 'R. Monchil', 'winner': False, 'votes': 8051, 'percent': 0.023}, {'name': 'M. Diel', 'winner': False, 'votes': 4202, 'percent': 0.012}]",S. Graves (i),0.681,236938.0,True,Missouri
230,True,G. Williams,0.274,92390.0,False,7,"[{'name': 'B. Brixey', 'winner': False, 'votes': 17076, 'percent': 0.051000000000000004}]",B. Long (i),0.676,228001.0,True,Missouri
231,True,D. Cowell,0.227,69949.0,False,8,"[{'name': 'J. Shell', 'winner': False, 'votes': 9059, 'percent': 0.029}]",J. Smith (i),0.744,229648.0,True,Missouri
232,True,D. Juneau,0.405,201758.0,False,1,"[{'name': 'R. Breckenridge', 'winner': False, 'votes': 15949, 'percent': 0.032}]",R. Zinke (i),0.5630000000000001,280472.0,True,Montana
233,True,D. Wik,0.304,81939.0,False,1,[],J. Fortenberry (i),0.6960000000000001,187258.0,True,Nebraska
234,True,B. Ashford (i),0.47300000000000003,128739.0,False,2,"[{'name': 'S. Laird', 'winner': False, 'votes': 9057, 'percent': 0.033}]",D. Bacon,0.494,134291.0,True,Nebraska
235,False,,,,False,3,[],A. Smith (i),,,True,Nebraska
236,True,D. Titus (i),0.618,116045.0,True,1,"[{'name': ""R. D'Silva"", 'winner': False, 'votes': 13806, 'percent': 0.074}, {'name': 'K. Bakari', 'winner': False, 'votes': 3722, 'percent': 0.02}]",M. Perry,0.28800000000000003,54053.0,False,Nevada
237,True,C. Evans,0.369,115395.0,False,2,"[{'name': 'J. Everhart', 'winner': False, 'votes': 8660, 'percent': 0.028}, {'name': 'D. Knight', 'winner': False, 'votes': 6204, 'percent': 0.02}]",M. Amodei (i),0.583,182452.0,True,Nevada
238,True,J. Rosen,0.47200000000000003,146653.0,True,3,"[{'name': 'W. Markowitz', 'winner': False, 'votes': 11580, 'percent': 0.037}, {'name': 'D. Goossen', 'winner': False, 'votes': 9551, 'percent': 0.031}]",D. Tarkanian,0.46,142726.0,False,Nevada
239,True,R. Kihuen,0.485,128680.0,True,4,"[{'name': 'S. Brown', 'winner': False, 'votes': 10184, 'percent': 0.038}, {'name': 'M. Little', 'winner': False, 'votes': 8307, 'percent': 0.031}]",C. Hardy (i),0.445,118220.0,False,Nevada
240,True,C. Shea-Porter,0.442,161828.0,True,1,"[{'name': ""S. O'Connor"", 'winner': False, 'votes': 34612, 'percent': 0.094}, {'name': 'R. Lombardo', 'winner': False, 'votes': 6842, 'percent': 0.019}, {'name': 'B. Kelly', 'winner': False, 'votes': 6046, 'percent': 0.017}]",F. Guinta (i),0.429,157011.0,False,New Hampshire
241,True,A. Kuster (i),0.498,174386.0,True,2,"[{'name': 'J. Babiarz', 'winner': False, 'votes': 16843, 'percent': 0.048}]",J. Lawrence,0.454,158960.0,False,New Hampshire
242,True,M. Young,0.404,139279.0,False,1,[],S. Chabot (i),0.596,205283.0,True,Ohio
243,True,W. Smith,0.334,107859.0,False,2,[],B. Wenstrup (i),0.666,215265.0,True,Ohio
244,True,J. Beatty (i),0.683,189536.0,True,3,[],J. Adams,0.317,88040.0,False,Ohio
245,True,J. Garrett,0.319,96334.0,False,4,[],J. Jordan (i),0.681,205669.0,True,Ohio
246,True,J. Neu,0.29,98045.0,False,5,[],B. Latta (i),0.71,240036.0,True,Ohio
247,True,M. Lorentz,0.294,86938.0,False,6,[],B. Johnson (i),0.706,209177.0,True,Ohio
248,True,R. Rich,0.289,87602.0,False,7,"[{'name': 'D. Phillip', 'winner': False, 'votes': 21062, 'percent': 0.07}]",B. Gibbs (i),0.641,194146.0,True,Ohio
249,True,S. Fought,0.268,85313.0,False,8,"[{'name': 'D. Hendricks', 'winner': False, 'votes': 13371, 'percent': 0.042}]",W. Davidson (i),0.6900000000000001,219453.0,True,Ohio
250,True,M. Kaptur (i),0.685,187926.0,True,9,[],D. Larson,0.315,86311.0,False,Ohio
251,True,R. Klepinger,0.324,105947.0,False,10,"[{'name': 'T. McMasters', 'winner': False, 'votes': 10463, 'percent': 0.032}]",M. Turner (i),0.644,210256.0,True,Ohio
252,True,M. Fudge (i),0.801,233285.0,True,11,[],B. Goldstein,0.199,58066.0,False,Ohio
253,True,E. Albertson,0.299,109455.0,False,12,"[{'name': 'J. Manchik', 'winner': False, 'votes': 12848, 'percent': 0.035}]",P. Tiberi (i),0.666,243970.0,True,Ohio
254,True,T. Ryan (i),0.676,203430.0,True,13,[],R. Morckel,0.324,97312.0,False,Ohio
255,True,M. Wager,0.373,127547.0,False,14,[],D. Joyce (i),0.627,214618.0,True,Ohio
256,True,S. Wharton,0.338,110272.0,False,15,[],S. Stivers (i),0.662,216186.0,True,Ohio
257,True,K. Mundy,0.34600000000000003,117296.0,False,16,[],J. Renacci (i),0.654,221495.0,True,Ohio
258,True,C. Iron Eyes,0.23800000000000002,80186.0,False,1,"[{'name': 'J. Seaman', 'winner': False, 'votes': 23454, 'percent': 0.07}]",K. Cramer (i),0.6920000000000001,233245.0,True,North Dakota
259,False,,,,False,1,[],J. Bridenstine (i),,,True,Oklahoma
260,True,J. Harris-Till,0.232,62307.0,False,2,"[{'name': 'J. McCarthy', 'winner': False, 'votes': 16618, 'percent': 0.062}]",M. Mullin (i),0.706,189612.0,True,Oklahoma
261,True,F. Robbins,0.217,63008.0,False,3,[],F. Lucas (i),0.783,227276.0,True,Oklahoma
262,True,C. Owen,0.261,76380.0,False,4,"[{'name': 'S. White', 'winner': False, 'votes': 12548, 'percent': 0.043000000000000003}]",T. Cole (i),0.6960000000000001,203942.0,True,Oklahoma
263,True,A. McAffrey,0.368,103122.0,False,5,"[{'name': 'Z. Knight', 'winner': False, 'votes': 17084, 'percent': 0.061}]",S. Russell (i),0.5710000000000001,160012.0,True,Oklahoma
264,True,S. Bonamici (i),0.596,207190.0,True,1,"[{'name': 'K. Sheahan', 'winner': False, 'votes': 10894, 'percent': 0.031}]",B. Heinrich,0.373,129495.0,False,Oregon
265,True,J. Crary,0.279,103383.0,False,2,[],G. Walden (i),0.721,267179.0,True,Oregon
266,False,E. Blumenauer (i),0.726,256159.0,True,3,"[{'name': 'D. Walker', 'winner': False, 'votes': 71758, 'percent': 0.203}, {'name': 'D. Delk', 'winner': False, 'votes': 25059, 'percent': 0.07100000000000001}]",,,,False,Oregon
267,True,P. DeFazio (i),0.555,216442.0,True,4,"[{'name': 'M. Beilstein', 'winner': False, 'votes': 11807, 'percent': 0.03}, {'name': 'G. Guthrie', 'winner': False, 'votes': 6349, 'percent': 0.016}]",A. Robinson,0.398,155271.0,False,Oregon
268,True,K. Schrader (i),0.536,178405.0,True,5,"[{'name': 'M. Sandnes', 'winner': False, 'votes': 10583, 'percent': 0.032}]",C. Willis,0.432,143839.0,False,Oregon
269,True,D. Norcross (i),0.598,178655.0,True,1,"[{'name': 'S. Tomaszewski', 'winner': False, 'votes': 5365, 'percent': 0.018000000000000002}, {'name': 'W. Sihr', 'winner': False, 'votes': 2352, 'percent': 0.008}, {'name': 'M. Berman', 'winner': False, 'votes': 1916, 'percent': 0.006}]",B. Patterson,0.369,110235.0,False,New Jersey
270,True,D. Cole,0.371,104726.0,False,2,"[{'name': 'J. Ordille', 'winner': False, 'votes': 3562, 'percent': 0.013000000000000001}, {'name': 'J. Keenan', 'winner': False, 'votes': 2490, 'percent': 0.009000000000000001}, {'name': 'E. Beechwood', 'winner': False, 'votes': 1322, 'percent': 0.005}, {'name': 'S. Fenichel', 'winner': False, 'votes': 1460, 'percent': 0.005}, {'name': 'G. Franco', 'winner': False, 'votes': 1159, 'percent': 0.004}]",F. LoBiondo (i),0.594,167816.0,True,New Jersey
271,True,F. LaVergne,0.386,115212.0,False,3,"[{'name': 'L. Berlinski', 'winner': False, 'votes': 5541, 'percent': 0.019}]",T. MacArthur (i),0.595,177522.0,True,New Jersey
272,True,L. Phillipson,0.335,108373.0,False,4,"[{'name': 'H. Schroeder', 'winner': False, 'votes': 5684, 'percent': 0.018000000000000002}, {'name': 'J. Marcus', 'winner': False, 'votes': 3168, 'percent': 0.01}]",C. Smith (i),0.637,206137.0,True,New Jersey
273,True,J. Gottheimer,0.505,156863.0,True,5,"[{'name': 'C. Belusic', 'winner': False, 'votes': 6890, 'percent': 0.022}]",S. Garrett (i),0.47200000000000003,146643.0,False,New Jersey
274,True,F. Pallone (i),0.63,150971.0,True,6,"[{'name': 'R. Malliah', 'winner': False, 'votes': 1695, 'percent': 0.007}, {'name': 'J. Shamy', 'winner': False, 'votes': 1536, 'percent': 0.006}]",B. Sonnek-Schmelz,0.357,85613.0,False,New Jersey
275,True,P. Jacob,0.43,146350.0,False,7,"[{'name': ""D. O'Neill"", 'winner': False, 'votes': 5252, 'percent': 0.015}, {'name': 'A. Haussmann', 'winner': False, 'votes': 4208, 'percent': 0.012}]",L. Lance (i),0.542,184309.0,True,New Jersey
276,True,A. Sires (i),0.769,124381.0,True,8,"[{'name': 'P. Olivera', 'winner': False, 'votes': 4102, 'percent': 0.025}, {'name': 'D. Delaney', 'winner': False, 'votes': 3114, 'percent': 0.019}]",A. Khan,0.186,30085.0,False,New Jersey
277,True,B. Pascrell (i),0.6960000000000001,151823.0,True,9,"[{'name': 'D. Rivera', 'winner': False, 'votes': 3082, 'percent': 0.014}, {'name': 'J. Boss', 'winner': False, 'votes': 1819, 'percent': 0.008}]",H. Castillo,0.281,61384.0,False,New Jersey
278,True,D. Payne Jr. (i),0.856,181591.0,True,10,"[{'name': 'J. Miller', 'winner': False, 'votes': 3448, 'percent': 0.016}, {'name': 'A. Fraser', 'winner': False, 'votes': 1636, 'percent': 0.008}]",D. Pinckney,0.12,25452.0,False,New Jersey
279,True,J. Wenzel,0.387,128232.0,False,11,"[{'name': 'T. Depasquale', 'winner': False, 'votes': 6914, 'percent': 0.021}, {'name': 'J. Hetrick', 'winner': False, 'votes': 3420, 'percent': 0.01}]",R. Frelinghuysen (i),0.582,192538.0,True,New Jersey
280,True,B. Watson Coleman (i),0.626,162383.0,True,12,"[{'name': 'E. Forchion', 'winner': False, 'votes': 5437, 'percent': 0.021}, {'name': 'R. Shapiro', 'winner': False, 'votes': 2501, 'percent': 0.01}, {'name': 'T. Fitzpatrick', 'winner': False, 'votes': 2215, 'percent': 0.009000000000000001}, {'name': 'S. Welzer', 'winner': False, 'votes': 1873, 'percent': 0.007}, {'name': 'M. Bollentin', 'winner': False, 'votes': 1154, 'percent': 0.004}]",S. Uccio,0.323,83633.0,False,New Jersey
281,True,M. Lujan Grisham (i),0.651,179380.0,True,1,[],R. Priem,0.34900000000000003,96061.0,False,New Mexico
282,True,M. Soules,0.372,84514.0,False,2,[],S. Pearce (i),0.628,142499.0,True,New Mexico
283,True,B. Lujan (i),0.625,167848.0,True,3,[],M. Romero,0.375,100529.0,False,New Mexico
284,True,A. Throne-Holst,0.41000000000000003,121640.0,False,1,[],L. Zeldin (i),0.59,174682.0,True,New York
285,True,D. Gregory,0.376,103643.0,False,2,[],P. King (i),0.624,171915.0,True,New York
286,True,T. Suozzi,0.524,156315.0,True,3,[],J. Martins,0.47600000000000003,142023.0,False,New York
287,True,K. Rice (i),0.594,173796.0,True,4,[],D. Gurfein,0.406,118821.0,False,New York
288,True,G. Meeks (i),0.855,184179.0,True,5,"[{'name': 'F. Francois', 'winner': False, 'votes': 3269, 'percent': 0.015}]",M. O'Reilly,0.13,28030.0,False,New York
289,True,G. Meng (i),0.719,126018.0,True,6,"[{'name': 'H. Bhatti', 'winner': False, 'votes': 1979, 'percent': 0.011}]",D. Maio,0.27,47278.0,False,New York
290,True,N. Velazquez (i),0.907,158972.0,True,7,[],A. Romaguera,0.093,16255.0,False,New York
291,False,H. Jeffries (i),0.932,199747.0,True,8,"[{'name': 'D. Cavanagh', 'winner': False, 'votes': 14468, 'percent': 0.068}]",,,,False,New York
292,False,Y. Clarke (i),0.923,200266.0,True,9,"[{'name': 'A. Bellone', 'winner': False, 'votes': 16617, 'percent': 0.077}]",,,,False,New York
293,True,J. Nadler (i),0.775,170286.0,True,10,[],P. Rosenthal,0.225,49530.0,False,New York
294,True,R. Reichard,0.361,78066.0,False,11,"[{'name': 'H. Bardel', 'winner': False, 'votes': 3607, 'percent': 0.017}]",D. Donovan (i),0.622,134366.0,True,New York
295,True,C. Maloney (i),0.8300000000000001,219165.0,True,12,[],R. Ardini,0.17,44981.0,False,New York
296,True,A. Espaillat,0.888,187382.0,True,13,"[{'name': 'D. Vila Rivera', 'winner': False, 'votes': 7448, 'percent': 0.035}, {'name': 'S. Fenstermaker', 'winner': False, 'votes': 1714, 'percent': 0.008}]",T. Evans,0.069,14501.0,False,New York
297,True,J. Crowley (i),0.8260000000000001,134603.0,True,14,[],F. Spotorno,0.17400000000000002,28332.0,False,New York
298,True,J. Serrano (i),0.9520000000000001,150058.0,True,15,"[{'name': 'E. Ramirez', 'winner': False, 'votes': 1899, 'percent': 0.012}]",A. Vega,0.036000000000000004,5606.0,False,New York
299,False,E. Engel (i),0.9470000000000001,192671.0,True,16,"[{'name': 'D. Lawrence', 'winner': False, 'votes': 10840, 'percent': 0.053}]",,,,False,New York
300,False,N. Lowey (i),,,True,17,[],,,,False,New York
301,True,S. Maloney (i),0.552,149056.0,True,18,[],P. Oliva,0.448,120967.0,False,New York
302,True,Z. Teachout,0.453,126641.0,False,19,[],J. Faso,0.547,153143.0,True,New York
303,True,P. Tonko (i),0.676,195005.0,True,20,[],J. Vitollo,0.324,93407.0,False,New York
304,True,M. Derrick,0.293,72637.0,False,21,"[{'name': 'M. Funiciello', 'winner': False, 'votes': 11394, 'percent': 0.046}]",E. Stefanik (i),0.661,164212.0,True,New York
305,True,K. Myers,0.404,103955.0,False,22,"[{'name': 'M. Babinec', 'winner': False, 'votes': 32303, 'percent': 0.126}]",C. Tenney,0.47000000000000003,120777.0,True,New York
306,True,J. Plumb,0.419,107822.0,False,23,[],T. Reed (i),0.581,149779.0,True,New York
307,True,C. Deacon,0.39,108928.0,False,24,[],J. Katko (i),0.61,170532.0,True,New York
308,True,L. Slaughter (i),0.558,169199.0,True,25,[],M. Assini,0.442,134285.0,False,New York
309,True,B. Higgins (i),0.744,193518.0,True,26,[],S. Schratz,0.256,66688.0,False,New York
310,True,D. Kastenbaum,0.323,99222.0,False,27,[],C. Collins (i),0.677,207510.0,True,New York
311,True,G. Butterfield (i),0.686,237938.0,True,1,"[{'name': 'J. Summerell', 'winner': False, 'votes': 8259, 'percent': 0.024}]",H. Dew,0.29,100633.0,False,North Carolina
312,True,J. McNeil,0.433,167299.0,False,2,[],G. Holding (i),0.5670000000000001,219342.0,True,North Carolina
313,True,E. Reeves,0.326,104007.0,False,3,[],W. Jones (i),0.674,214850.0,True,North Carolina
314,True,D. Price (i),0.682,275501.0,True,4,[],S. Googe,0.318,128331.0,False,North Carolina
315,True,J. Brannon,0.41500000000000004,145597.0,False,5,[],V. Foxx (i),0.585,204943.0,True,North Carolina
316,True,P. Glidewell,0.40700000000000003,141480.0,False,6,[],M. Walker (i),0.593,205973.0,True,North Carolina
317,True,J. Casteen,0.39,134344.0,False,7,[],D. Rouzer (i),0.61,209933.0,True,North Carolina
318,True,T. Mills,0.41200000000000003,131428.0,False,8,[],R. Hudson (i),0.588,187909.0,True,North Carolina
319,True,C. Cano,0.417,137335.0,False,9,[],R. Pittenger (i),0.583,191660.0,True,North Carolina
320,True,A. Millard,0.368,128114.0,False,10,[],P. McHenry (i),0.632,219589.0,True,North Carolina
321,True,R. Bryson,0.358,127972.0,False,11,[],M. Meadows (i),0.642,229130.0,True,North Carolina
322,True,A. Adams (i),0.67,232451.0,True,12,[],L. Threatt,0.33,114242.0,False,North Carolina
323,True,B. Davis,0.439,153691.0,False,13,[],T. Budd,0.561,196736.0,True,North Carolina
324,True,R. Brady (i),0.8220000000000001,237882.0,True,1,[],D. Williams,0.178,51516.0,False,Pennsylvania
325,True,D. Evans,0.902,310770.0,True,2,[],J. Jones,0.098,33911.0,False,Pennsylvania
326,False,,,,False,3,[],M. Kelly (i),,,True,Pennsylvania
327,True,J. Burkholder,0.339,111158.0,False,4,[],S. Perry (i),0.661,216772.0,True,Pennsylvania
328,True,K. Strano Taylor,0.327,97686.0,False,5,[],G. Thompson (i),0.673,200627.0,True,Pennsylvania
329,True,M. Parrish,0.427,151800.0,False,6,[],R. Costello (i),0.5730000000000001,203671.0,True,Pennsylvania
330,True,M. Balchunis,0.403,147808.0,False,7,[],P. Meehan (i),0.597,219314.0,True,Pennsylvania
331,True,S. Santarsiero,0.455,172571.0,False,8,[],B. Fitzpatrick,0.545,206607.0,True,Pennsylvania
332,True,A. Halvorson,0.366,105958.0,False,9,[],B. Shuster (i),0.634,183798.0,True,Pennsylvania
333,True,M. Molesevich,0.297,87956.0,False,10,[],T. Marino (i),0.7030000000000001,208106.0,True,Pennsylvania
334,True,M. Marsicano,0.363,111025.0,False,11,[],L. Barletta (i),0.637,194889.0,True,Pennsylvania
335,True,E. McClelland,0.381,133607.0,False,12,[],K. Rothfus (i),0.619,217449.0,True,Pennsylvania
336,False,B. Boyle (i),,,True,13,[],,,,False,Pennsylvania
337,True,M. Doyle (i),0.743,252709.0,True,14,[],L. McAllister,0.257,87334.0,False,Pennsylvania
338,True,R. Daugherty,0.38,120233.0,False,15,"[{'name': 'P. Rizzo', 'winner': False, 'votes': 11310, 'percent': 0.036000000000000004}]",C. Dent (i),0.584,184562.0,True,Pennsylvania
339,True,C. Hartman,0.427,132969.0,False,16,"[{'name': 'S. House', 'winner': False, 'votes': 10408, 'percent': 0.033}]",L. Smucker,0.539,167698.0,True,Pennsylvania
340,True,M. Cartwright (i),0.538,155766.0,True,17,[],M. Connolly,0.462,133719.0,False,Pennsylvania
341,False,,,,False,18,[],T. Murphy (i),,,True,Pennsylvania
342,True,D. Cicilline (i),0.647,129272.0,True,1,[],R. Taub,0.353,70608.0,False,Rhode Island
343,True,J. Langevin (i),0.582,131968.0,True,2,"[{'name': 'J. Johnson', 'winner': False, 'votes': 16116, 'percent': 0.07100000000000001}, {'name': 'S. Caiozzo', 'winner': False, 'votes': 8867, 'percent': 0.039}]",R. Reis,0.308,69918.0,False,Rhode Island
344,True,D. Cherny,0.369,117487.0,False,1,"[{'name': 'M. Grier', 'winner': False, 'votes': 11451, 'percent': 0.036000000000000004}, {'name': 'A. Travison', 'winner': False, 'votes': 2730, 'percent': 0.009000000000000001}]",M. Sanford (i),0.586,186735.0,True,South Carolina
345,True,A. Bjorn,0.359,109488.0,False,2,"[{'name': 'E. McCain', 'winner': False, 'votes': 11436, 'percent': 0.038}]",J. Wilson (i),0.603,183766.0,True,South Carolina
346,True,H. Cleveland,0.271,72993.0,False,3,[],J. Duncan (i),0.729,196793.0,True,South Carolina
347,True,C. Fedalei,0.311,91106.0,False,4,"[{'name': 'M. Chandler', 'winner': False, 'votes': 5045, 'percent': 0.017}]",T. Gowdy (i),0.672,197235.0,True,South Carolina
348,True,F. Person,0.388,114936.0,False,5,"[{'name': 'R. Barnes', 'winner': False, 'votes': 6190, 'percent': 0.021}]",M. Mulvaney (i),0.591,175139.0,True,South Carolina
349,True,J. Clyburn (i),0.7020000000000001,179351.0,True,6,"[{'name': 'R. Piotrowski', 'winner': False, 'votes': 3135, 'percent': 0.012}, {'name': 'P. Mallory', 'winner': False, 'votes': 2518, 'percent': 0.01}]",L. Sterling,0.276,70636.0,False,South Carolina
350,True,M. Hyman,0.393,110378.0,False,7,[],T. Rice (i),0.607,170826.0,True,South Carolina
351,True,P. Hawks,0.359,132792.0,False,1,[],K. Noem (i),0.641,237141.0,True,South Dakota
352,True,S. McKellar,0.241,62635.0,False,1,"[{'name': 'P. Gray', 'winner': False, 'votes': 5044, 'percent': 0.019}]",L. Gohmert (i),0.739,192066.0,True,Texas
353,True,P. Bryan,0.36,100077.0,False,2,"[{'name': 'J. Veasaw', 'winner': False, 'votes': 6418, 'percent': 0.023}, {'name': 'J. Darr', 'winner': False, 'votes': 2872, 'percent': 0.01}]",T. Poe (i),0.606,168524.0,True,Texas
354,True,A. Bell,0.34500000000000003,108780.0,False,3,"[{'name': 'S. Jameson', 'winner': False, 'votes': 10408, 'percent': 0.033}, {'name': 'P. Blair', 'winner': False, 'votes': 2893, 'percent': 0.009000000000000001}]",S. Johnson (i),0.613,193063.0,True,Texas
355,False,,,,False,4,"[{'name': 'C. Wommack', 'winner': False, 'votes': 29437, 'percent': 0.12}]",J. Ratcliffe (i),0.88,215705.0,True,Texas
356,False,,,,False,5,"[{'name': 'K. Ashby', 'winner': False, 'votes': 37311, 'percent': 0.194}]",J. Hensarling (i),0.806,155149.0,True,Texas
357,True,R. Woolridge,0.39,106510.0,False,6,"[{'name': 'D. Smith', 'winner': False, 'votes': 7172, 'percent': 0.026000000000000002}]",J. Barton (i),0.583,159213.0,True,Texas
358,True,J. Cargas,0.438,111774.0,False,7,[],J. Culberson (i),0.562,143369.0,True,Texas
359,False,,,,False,8,[],K. Brady (i),,,True,Texas
360,True,A. Green (i),0.806,151884.0,True,9,[],J. Martin,0.194,36454.0,False,Texas
361,True,T. Cadien,0.384,119728.0,False,10,"[{'name': 'B. Kelsey', 'winner': False, 'votes': 13174, 'percent': 0.042}]",M. McCaul (i),0.5740000000000001,178926.0,True,Texas
362,False,,,,False,11,"[{'name': 'N. Landholt', 'winner': False, 'votes': 23613, 'percent': 0.105}]",M. Conaway (i),0.895,201476.0,True,Texas
363,True,B. Bradshaw,0.268,75938.0,False,12,"[{'name': 'E. Colliver', 'winner': False, 'votes': 10586, 'percent': 0.037}]",K. Granger (i),0.6940000000000001,196331.0,True,Texas
364,False,,,,False,13,"[{'name': 'C. DeWeese', 'winner': False, 'votes': 14687, 'percent': 0.067}, {'name': 'R. Tomlinson', 'winner': False, 'votes': 7437, 'percent': 0.034}]",M. Thornberry (i),0.9,198730.0,True,Texas
365,True,M. Cole,0.381,98815.0,False,14,[],R. Weber (i),0.619,160340.0,True,Texas
366,True,V. Gonzalez,0.5730000000000001,101592.0,True,15,"[{'name': 'V. Tijerina', 'winner': False, 'votes': 5439, 'percent': 0.031}, {'name': 'R. Leone', 'winner': False, 'votes': 3435, 'percent': 0.019}]",T. Westley,0.377,66732.0,False,Texas
367,False,B. O'Rourke (i),0.858,148027.0,True,16,"[{'name': 'J. Perez', 'winner': False, 'votes': 17144, 'percent': 0.099}, {'name': 'M. Gourdoux', 'winner': False, 'votes': 7413, 'percent': 0.043000000000000003}]",,,,False,Texas
368,True,W. Matta,0.352,86352.0,False,17,"[{'name': 'C. Patterson', 'winner': False, 'votes': 9685, 'percent': 0.039}]",B. Flores (i),0.608,149157.0,True,Texas
369,True,S. Jackson Lee (i),0.735,149928.0,True,18,"[{'name': 'T. Kleven', 'winner': False, 'votes': 5838, 'percent': 0.029}]",L. Bartley,0.23600000000000002,48248.0,False,Texas
